"question_ID";"Description";"SymptomOrEvidence";"SE_ID"
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2508
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2459
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";698
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2367
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2580
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2428
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2524
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2563
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2390
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2505
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2461
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";1079
"q_124";"Does the client experience extreme intake of substance?";"S";2727
"q_124";"Does the client experience extreme intake of substance?";"S";2482
"q_124";"Does the client experience extreme intake of substance?";"S";2494
"q_124";"Does the client experience extreme intake of substance?";"S";979
"q_124";"Does the client experience extreme intake of substance?";"S";2776
"q_124";"Does the client experience extreme intake of substance?";"S";981
"q_124";"Does the client experience extreme intake of substance?";"S";2777
"q_124";"Does the client experience extreme intake of substance?";"S";2679
"q_124";"Does the client experience extreme intake of substance?";"S";2688
"q_124";"Does the client experience extreme intake of substance?";"S";2483
"q_124";"Does the client experience extreme intake of substance?";"S";2517
"q_124";"Does the client experience extreme intake of substance?";"S";2797
"q_124";"Does the client experience extreme intake of substance?";"S";2798
"q_124";"Does the client experience extreme intake of substance?";"S";2713
"q_124";"Does the client experience extreme intake of substance?";"S";2588
"q_124";"Does the client experience extreme intake of substance?";"S";2820
"q_124";"Does the client experience extreme intake of substance?";"S";2675
"q_124";"Does the client experience extreme intake of substance?";"S";2812
"q_124";"Does the client experience extreme intake of substance?";"S";2813
"q_124";"Does the client experience extreme intake of substance?";"S";2754
"q_124";"Does the client experience extreme intake of substance?";"S";2755
"q_124";"Does the client experience extreme intake of substance?";"S";2538
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2371
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2571
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2422
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2518
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2554
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2393
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2502
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2452
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";496
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";499
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2372
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2570
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2516
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2555
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2391
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2501
"q_125";"Has the client given up any social, occupational, or recreational activities due to the substance use?";"E";2462
"q_126";"Does the client spend a great deal of time in the process of obtaining substance, using substance, or recovering from its effects?";"E";2368
"q_126";"Does the client spend a great deal of time in the process of obtaining substance, using substance, or recovering from its effects?";"E";2574
"q_126";"Does the client spend a great deal of time in the process of obtaining substance, using substance, or recovering from its effects?";"E";2430
"q_126";"Does the client spend a great deal of time in the process of obtaining substance, using substance, or recovering from its effects?";"E";2521
"q_126";"Does the client spend a great deal of time in the process of obtaining substance, using substance, or recovering from its effects?";"E";2557
"q_126";"Does the client spend a great deal of time in the process of obtaining substance, using substance, or recovering from its effects?";"E";2386
"q_126";"Does the client spend a great deal of time in the process of obtaining substance, using substance, or recovering from its effects?";"E";2504
"q_126";"Does the client spend a great deal of time in the process of obtaining substance, using substance, or recovering from its effects?";"E";2458
"q_127";"Does the substance use influence the client’s ability to fulfill his/her/their roles at work, school, or home?";"E";695
"q_127";"Does the substance use influence the client’s ability to fulfill his/her/their roles at work, school, or home?";"E";2361
"q_127";"Does the substance use influence the client’s ability to fulfill his/her/their roles at work, school, or home?";"E";2392
"q_127";"Does the substance use influence the client’s ability to fulfill his/her/their roles at work, school, or home?";"E";2421
"q_127";"Does the substance use influence the client’s ability to fulfill his/her/their roles at work, school, or home?";"E";2451
"q_127";"Does the substance use influence the client’s ability to fulfill his/her/their roles at work, school, or home?";"E";2510
"q_127";"Does the substance use influence the client’s ability to fulfill his/her/their roles at work, school, or home?";"E";2515
"q_127";"Does the substance use influence the client’s ability to fulfill his/her/their roles at work, school, or home?";"E";2553
"q_127";"Does the substance use influence the client’s ability to fulfill his/her/their roles at work, school, or home?";"E";2572
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";1496
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2190
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2192
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2194
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2223
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2225
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2229
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2366
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2374
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2375
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2388
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2397
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2400
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2401
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2431
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2433
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"S";2436
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2456
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2464
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"S";2486
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"S";2528
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"S";2537
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"E";2576
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"S";2584
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"S";2585
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"S";2625
"q_128";"Does the client encounter any difficulties in the process of withdrawing from substance use?";"S";2653
"q_129";"Does the client encounter any difficulties in concentrating?";"E";550
"q_129";"Does the client encounter any difficulties in concentrating?";"E";1027
"q_129";"Does the client encounter any difficulties in concentrating?";"E";1511
"q_129";"Does the client encounter any difficulties in concentrating?";"E";1717
"q_129";"Does the client encounter any difficulties in concentrating?";"S";1741
"q_129";"Does the client encounter any difficulties in concentrating?";"E";1748
"q_129";"Does the client encounter any difficulties in concentrating?";"E";1887
"q_129";"Does the client encounter any difficulties in concentrating?";"E";1950
"q_129";"Does the client encounter any difficulties in concentrating?";"E";2490
"q_130";"Does the client demonstrate any signs of overthinking? (E.g. flight of ideas, over conscientiousness)";"E";796
"q_130";"Does the client demonstrate any signs of overthinking? (E.g. flight of ideas, over conscientiousness)";"E";1033
"q_130";"Does the client demonstrate any signs of overthinking? (E.g. flight of ideas, over conscientiousness)";"E";1701
"q_130";"Does the client demonstrate any signs of overthinking? (E.g. flight of ideas, over conscientiousness)";"E";2469
"q_131";"Does the client have any abnormal thoughts or perceptions about money? (E.g. hoarding money for future catastrophes)";"E";1028
"q_131";"Does the client have any abnormal thoughts or perceptions about money? (E.g. hoarding money for future catastrophes)";"E";1029
"q_132";"Does the client have too much negative thought compared to other people? (E.g. holding negative beliefs, bearing grudges persistently)";"E";810
"q_132";"Does the client have too much negative thought compared to other people? (E.g. holding negative beliefs, bearing grudges persistently)";"E";1907
"q_133";"Is the client preoccupied with concerns about physical health? (E.g. persistent thoughts about acquiring a serious illness, recurrent thoughts of death)";"S";177
"q_133";"Is the client preoccupied with concerns about physical health? (E.g. persistent thoughts about acquiring a serious illness, recurrent thoughts of death)";"E";181
"q_133";"Is the client preoccupied with concerns about physical health? (E.g. persistent thoughts about acquiring a serious illness, recurrent thoughts of death)";"S";188
"q_133";"Is the client preoccupied with concerns about physical health? (E.g. persistent thoughts about acquiring a serious illness, recurrent thoughts of death)";"E";551
"q_134";"Does the client hold suspicious thoughts toward surroundings and other people? (E.g. doubts about the loyalty of friends, reads hidden demeaning meanings into benign remarks)";"E";809
"q_134";"Does the client hold suspicious thoughts toward surroundings and other people? (E.g. doubts about the loyalty of friends, reads hidden demeaning meanings into benign remarks)";"E";811
"q_134";"Does the client hold suspicious thoughts toward surroundings and other people? (E.g. doubts about the loyalty of friends, reads hidden demeaning meanings into benign remarks)";"E";816
"q_134";"Does the client hold suspicious thoughts toward surroundings and other people? (E.g. doubts about the loyalty of friends, reads hidden demeaning meanings into benign remarks)";"E";1010
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"E";1870
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"E";1873
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"E";1875
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"E";1877
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"E";1881
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"E";1896
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"E";1897
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"E";1899
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"E";1906
"q_135";"Does the client encounter any difficulties in recalling or accepting the traumatic events occurred in the past? (E.g. inability to remember important aspect of the traumatic events, flashbacks)";"S";1912
"q_136";"Does the client have difficulty throwing away possessions?";"S";2141
"q_136";"Does the client have difficulty throwing away possessions?";"S";2142
"q_136";"Does the client have difficulty throwing away possessions?";"S";2143
